,epoch,training loss,validation loss
0,1.0,1.0309620776841806,0.9752107322216034
1,2.0,0.8810617701951847,0.8188974738121033
2,3.0,0.7620297892149105,0.702244371175766
3,4.0,0.6744900671548621,0.6437067061662674
4,5.0,0.625632785087408,0.6087369799613953
5,6.0,0.585506972185401,0.5621190041303634
6,7.0,0.5419743026411811,0.5194240540266037
7,8.0,0.5064809987711352,0.4842272102832794
8,9.0,0.47254584348478984,0.44906763434410096
9,10.0,0.43579177870306857,0.4077527731657028
10,11.0,0.40219011071116423,0.37536717504262923
11,12.0,0.37958309054374695,0.35703986436128615
12,13.0,0.3621124916298445,0.34930732697248457
13,14.0,0.35343296617962594,0.3423332318663597
14,15.0,0.3482572924952174,0.3252901569008827
15,16.0,0.34061861765939133,0.3173613876104355
16,17.0,0.32402230833852014,0.3125533565878868
17,18.0,0.32291972221330156,0.31216151267290115
18,19.0,0.3203999774400578,0.3044079586863518
19,20.0,0.310728449461072,0.3045336097478867
20,21.0,0.3158089068046836,0.3029587611556053
21,22.0,0.31074788750604143,0.2996951133012772
22,23.0,0.30479510232459667,0.29731423407793045
23,24.0,0.3030742878137633,0.2948950305581093
24,25.0,0.29972113287726115,0.2934709906578064
25,26.0,0.29634437588758245,0.295680333673954
26,27.0,0.2941344387309496,0.2929011553525925
27,28.0,0.29171516070532244,0.2931862697005272
28,29.0,0.29402958029924436,0.2969454199075699
29,30.0,0.29193081100319707,0.29387933760881424
30,31.0,0.2881293192852375,0.29330296218395235
31,32.0,0.2816461317761,0.29330105036497117
32,33.0,0.2826954434777415,0.29072172939777374
33,34.0,0.280476059677989,0.2918247267603874
34,35.0,0.2800437302090401,0.2921915724873543
35,36.0,0.29407351030859835,0.39409804344177246
36,37.0,0.3157511609931325,0.30135256946086886
37,38.0,0.28860584143982376,0.2959624886512756
38,39.0,0.28314162652159847,0.29769749492406844
39,40.0,0.27638485507909644,0.29884643405675887
40,41.0,0.2754151783017225,0.2969148397445679
41,42.0,0.2713484694791395,0.2998915672302246
42,43.0,0.27054734839949496,0.30047878324985505
43,44.0,0.2691778963388399,0.3012222349643707
44,45.0,0.2666242587011914,0.30060511976480486
45,46.0,0.26850834627484166,0.30264679044485093
46,47.0,0.26708212321580843,0.30247164368629453
47,48.0,0.2659560358801553,0.3059334933757782
48,49.0,0.264070667153181,0.3111174300312996
49,50.0,0.26315268735552944,0.3036858722567558
