,epoch,training loss,validation loss
0,1.0,1.0097084100856337,0.9696769893169404
1,2.0,0.8937665404275407,0.8584204137325286
2,3.0,0.8292945928351824,0.7742024093866349
3,4.0,0.6882412925709126,0.614279893040657
4,5.0,0.5956583771594736,0.5609264731407165
5,6.0,0.5506502493869426,0.5273175895214081
6,7.0,0.5206377319125242,0.5054128646850586
7,8.0,0.5040887940761655,0.4964682549238205
8,9.0,0.4957076491311539,0.4925464361906052
9,10.0,0.4911780184091524,0.4901068687438965
10,11.0,0.48621849681055823,0.4877473145723343
11,12.0,0.4827413434206053,0.48618732690811156
12,13.0,0.47916058398956474,0.4834136992692947
13,14.0,0.47563238130059354,0.4819731116294861
14,15.0,0.47287400032198706,0.4824781268835068
15,16.0,0.471615263195925,0.4762706786394119
16,17.0,0.4667342665583588,0.47430572509765623
17,18.0,0.45997609440670456,0.470621383190155
18,19.0,0.451397554818974,0.44247727543115617
19,20.0,0.4357560318569804,0.41179571896791456
20,21.0,0.4080742029256599,0.3966643765568733
21,22.0,0.3956679660220479,0.35907813906669617
22,23.0,0.3773705848427706,0.3523943319916725
23,24.0,0.3637838710186093,0.3449237883090973
24,25.0,0.3523452313140381,0.33276997655630114
25,26.0,0.3502718258735745,0.3263626992702484
26,27.0,0.34310869733954585,0.323775152862072
27,28.0,0.33761638888092926,0.31809289306402205
28,29.0,0.33410105559715003,0.31621928960084916
29,30.0,0.32765925207803415,0.3118630275130272
30,31.0,0.3263024504101554,0.3091199338436127
31,32.0,0.3223018053659173,0.3093520015478134
32,33.0,0.3224800024614778,0.3062630072236061
33,34.0,0.32775221453156583,0.3053081750869751
34,35.0,0.3236675137697264,0.3080085217952728
35,36.0,0.31775960811348847,0.301311694085598
36,37.0,0.314278848295988,0.30288327038288115
37,38.0,0.30511220735172895,0.31140098422765733
38,39.0,0.3073060793239017,0.3008072182536125
39,40.0,0.3159591853618622,0.3050485491752625
40,41.0,0.3070892532204473,0.298373818397522
41,42.0,0.30931257681791174,0.3050392746925354
42,43.0,0.31102891231692115,0.2961085706949234
43,44.0,0.3008013814687729,0.290048836171627
44,45.0,0.2937730848789215,0.28942231088876724
45,46.0,0.29129312620606534,0.28372186720371245
46,47.0,0.2874352020579715,0.2826208919286728
47,48.0,0.28970149679239404,0.2864961937069893
48,49.0,0.28974178433418274,0.2889533221721649
49,50.0,0.29038193163483644,0.2852036029100418
