,epoch,training loss,validation loss
0,1.0,1.0336866656015085,0.9829516887664795
1,2.0,0.843188249787619,0.711687371134758
2,3.0,0.6514335655888845,0.6214833617210388
3,4.0,0.5864916138870772,0.556119242310524
4,5.0,0.5247957761897597,0.4881670445203781
5,6.0,0.4732243585032086,0.4380462631583214
6,7.0,0.43269121646881104,0.3958541825413704
7,8.0,0.39688055806381756,0.36294047385454176
8,9.0,0.36872091404227325,0.34013828039169314
9,10.0,0.3510685625464417,0.32863897532224656
10,11.0,0.34163192642289536,0.32147396355867386
11,12.0,0.33271083409009977,0.3161949306726456
12,13.0,0.33027680183565894,0.3161680310964584
13,14.0,0.3253413043742956,0.31214331537485124
14,15.0,0.32408693120923154,0.30990326404571533
15,16.0,0.34126687742942985,0.31807133108377456
16,17.0,0.32267347740572555,0.3079271003603935
17,18.0,0.3098629231369773,0.30443512201309203
18,19.0,0.308633508377297,0.30493199080228806
19,20.0,0.3061985567558643,0.3036698117852211
20,21.0,0.3083780893059664,0.30238773077726366
21,22.0,0.3036346009304357,0.30638492703437803
22,23.0,0.29888257314992506,0.30851322412490845
23,24.0,0.29868985781835955,0.30819154977798463
24,25.0,0.2970108379458272,0.3142243564128876
25,26.0,0.2969379088906355,0.3076008290052414
26,27.0,0.2846016575430715,0.3040559709072113
27,28.0,0.28412096340988957,0.31049263626337054
28,29.0,0.2883913333332816,0.30855658650398254
29,30.0,0.2842551948026169,0.310611766576767
30,31.0,0.28281943881234456,0.30632093697786333
31,32.0,0.27660203534503314,0.30895356833934784
32,33.0,0.27748536058636597,0.3108932077884674
33,34.0,0.27668989744297295,0.311235623061657
34,35.0,0.275378487137861,0.3087815761566162
35,36.0,0.2689683413089708,0.3149236083030701
36,37.0,0.2698961638433989,0.3127690777182579
37,38.0,0.26630163192749023,0.31190560907125475
38,39.0,0.26283562841803526,0.3116594433784485
39,40.0,0.2676373671653659,0.31571672558784486
40,41.0,0.2669738479131876,0.3228441312909126
41,42.0,0.26784494068733483,0.31201643496751785
42,43.0,0.26291493759598844,0.3179697021842003
43,44.0,0.2590640918460003,0.31801688224077224
44,45.0,0.2622296345788379,0.31379462480545045
45,46.0,0.26033612981785176,0.31565979719161985
46,47.0,0.2596856009128482,0.3176602333784103
47,48.0,0.25668819179368574,0.3201036646962166
48,49.0,0.25965844441291897,0.31224772334098816
49,50.0,0.2522019896396371,0.31764084845781326
